class_name,id_num,AR,EC,HS,LT,MS,MS*,PSA,PSI,RP
GERMAN,238,0,0,0,0,1,0,0,0,0
GERMAN,240,0,0,0,1,0,0,0,0,0
GERMAN,245,0,0,0,0,1,0,0,0,0
GERMAN,246,0,0,0,0,1,0,0,0,0
GERMAN,321,0,0,0,0,1,0,0,0,0
GERMAN,322,0,0,0,0,1,0,0,0,0
GERMAN,323,0,0,0,0,1,0,0,0,0
GERMAN,324,0,0,0,0,1,0,0,0,0
GERMAN,327,0,0,0,0,1,0,0,0,0
GERMAN,329,0,0,0,0,1,0,0,0,0
GERMAN,333,0,0,0,0,1,0,0,0,0
GERMAN,335,0,0,0,0,1,0,0,0,0
GREEK,301,0,0,0,0,1,0,0,0,0
HISTORY,101,0,0,1,0,0,0,0,0,0
HISTORY,102,0,0,1,0,0,0,0,0,0
HISTORY,103,0,0,1,0,0,0,0,0,0
HISTORY,200,0,0,1,0,0,0,0,0,0
HISTORY,201,0,0,1,0,0,0,0,0,0
HISTORY,203,0,0,1,0,0,0,0,0,0
HISTORY,210,0,0,1,0,0,0,0,0,0
HISTORY,214,0,0,1,0,0,0,0,0,0
HISTORY,216,0,0,1,0,0,0,0,0,0
HISTORY,218,0,0,1,0,0,0,0,0,0
HISTORY,250,0,0,1,0,0,0,0,0,0
HISTORY,255,0,0,1,0,0,0,0,0,0
HISTORY,270,0,0,1,0,0,0,0,0,0
HISTORY,275,0,0,1,0,0,0,0,0,0
HISTORY,281,0,0,1,0,0,0,0,0,0
HISTORY,286,0,0,1,0,0,0,0,0,0
HISTORY,300,0,0,1,0,0,0,0,0,0
HISTORY,303,0,0,1,0,0,0,0,0,0
HISTORY,304,0,0,1,0,0,0,0,0,0
HISTORY,308,0,0,1,0,0,0,0,0,0
HISTORY,311,0,0,1,0,0,0,0,0,0
HISTORY,315,0,0,1,0,0,0,0,0,0
HISTORY,316,0,0,1,0,0,0,0,0,0
HISTORY,317,0,0,1,0,0,0,0,0,0
HISTORY,318,0,0,1,0,0,0,0,0,0
HISTORY,319,0,0,1,0,0,0,0,0,0
HISTORY,321,0,0,1,0,0,0,0,0,0
HISTORY,322,0,0,1,0,0,0,0,0,0
HISTORY,324,0,0,1,0,0,0,0,0,0
HISTORY,325,0,0,1,0,0,0,0,0,0
HISTORY,326,0,0,1,0,0,0,0,0,0
HISTORY,331,0,0,1,0,0,0,0,0,0
HISTORY,332,0,0,1,0,0,0,0,0,0
HISTORY,334,0,0,1,0,0,0,0,0,0
HISTORY,336,0,0,1,0,0,0,0,0,0
HISTORY,337,0,0,1,0,0,0,0,0,0
